question_id,video,title,link,total Accepted,total Submitted,difficulty,isPaid
1400,,Find Winner on a Tic Tac Toe Game,https://leetcode.com/problems/find-winner-on-a-tic-tac-toe-game,26719,50607,1,False
1398,,Number of Ways to Stay in the Same Place After Some Steps,https://leetcode.com/problems/number-of-ways-to-stay-in-the-same-place-after-some-steps,18999,43917,3,False
1397,False,Search Suggestions System,https://leetcode.com/problems/search-suggestions-system,73436,113463,2,False
1396,,Count Servers that Communicate,https://leetcode.com/problems/count-servers-that-communicate,29216,50542,2,False
1395,,Minimum Time Visiting All Points,https://leetcode.com/problems/minimum-time-visiting-all-points,85697,108127,1,False
1391,False,Counting Elements,https://leetcode.com/problems/counting-elements,86048,145621,1,True
1389,,Minimum Moves to Move a Box to Their Target Location,https://leetcode.com/problems/minimum-moves-to-move-a-box-to-their-target-location,5988,13766,3,False
1388,,Greatest Sum Divisible by Three,https://leetcode.com/problems/greatest-sum-divisible-by-three,26522,53192,2,False
1387,,Find Elements in a Contaminated Binary Tree,https://leetcode.com/problems/find-elements-in-a-contaminated-binary-tree,29744,39894,2,False
1386,False,Shift 2D Grid,https://leetcode.com/problems/shift-2d-grid,25140,40693,1,False
1384,,Maximum Font to Fit a Sentence in a Screen,https://leetcode.com/problems/maximum-font-to-fit-a-sentence-in-a-screen,2044,3618,2,True
1381,,Maximum Score Words Formed by Letters,https://leetcode.com/problems/maximum-score-words-formed-by-letters,11974,17077,3,False
1380,,Number of Closed Islands,https://leetcode.com/problems/number-of-closed-islands,41895,67765,2,False
1379,,Reconstruct a 2-Row Binary Matrix,https://leetcode.com/problems/reconstruct-a-2-row-binary-matrix,14569,34870,2,False
1378,,Cells with Odd Values in a Matrix,https://leetcode.com/problems/cells-with-odd-values-in-a-matrix,59705,75830,1,False
1374,False,Leftmost Column with at Least a One,https://leetcode.com/problems/leftmost-column-with-at-least-a-one,88100,178333,2,True
1372,,Check If It Is a Good Array,https://leetcode.com/problems/check-if-it-is-a-good-array,9090,16178,3,False
1371,False,Minimum Remove to Make Valid Parentheses,https://leetcode.com/problems/minimum-remove-to-make-valid-parentheses,181896,283255,2,False
1370,,Count Number of Nice Subarrays,https://leetcode.com/problems/count-number-of-nice-subarrays,29026,51717,2,False
1369,,Minimum Swaps to Make Strings Equal,https://leetcode.com/problems/minimum-swaps-to-make-strings-equal,20056,31888,2,False
1367,,Maximum Height by Stacking Cuboids ,https://leetcode.com/problems/maximum-height-by-stacking-cuboids,4399,8758,3,False
1366,False,First Unique Number,https://leetcode.com/problems/first-unique-number,53446,107278,2,True
1364,,Tuple with Same Product,https://leetcode.com/problems/tuple-with-same-product,11693,20629,2,False
1362,,Airplane Seat Assignment Probability,https://leetcode.com/problems/airplane-seat-assignment-probability,16535,26568,2,False
1361,,Tiling a Rectangle with the Fewest Squares,https://leetcode.com/problems/tiling-a-rectangle-with-the-fewest-squares,11576,21940,3,False
1360,,Maximum Length of a Concatenated String with Unique Characters,https://leetcode.com/problems/maximum-length-of-a-concatenated-string-with-unique-characters,54013,108349,2,False
1359,,Circular Permutation in Binary Representation,https://leetcode.com/problems/circular-permutation-in-binary-representation,9069,13648,2,False
1358,,Find Positive Integer Solution for a Given Equation,https://leetcode.com/problems/find-positive-integer-solution-for-a-given-equation,35217,50315,2,False
1352,,Maximum Profit in Job Scheduling,https://leetcode.com/problems/maximum-profit-in-job-scheduling,36465,76590,3,False
1351,,Replace the Substring for Balanced String,https://leetcode.com/problems/replace-the-substring-for-balanced-string,16062,46401,2,False
1350,,Remove Sub-Folders from the Filesystem,https://leetcode.com/problems/remove-sub-folders-from-the-filesystem,28235,45255,2,False
1349,,Check If It Is a Straight Line,https://leetcode.com/problems/check-if-it-is-a-straight-line,91579,211636,1,False
1345,False,Perform String Shifts,https://leetcode.com/problems/perform-string-shifts,64920,121229,1,True
1344,,Maximum Equal Frequency,https://leetcode.com/problems/maximum-equal-frequency,8286,23367,3,False
1343,,Dice Roll Simulation,https://leetcode.com/problems/dice-roll-simulation,17061,36516,3,False
1342,,Queens That Can Attack the King,https://leetcode.com/problems/queens-that-can-attack-the-king,23708,34161,2,False
1341,,Split a String in Balanced Strings,https://leetcode.com/problems/split-a-string-in-balanced-strings,140832,167059,1,False
1337,,Design Skiplist,https://leetcode.com/problems/design-skiplist,7455,12656,3,False
1332,,Count Vowels Permutation,https://leetcode.com/problems/count-vowels-permutation,16598,30692,3,False
1331,,Path with Maximum Gold,https://leetcode.com/problems/path-with-maximum-gold,50582,76798,2,False
1330,,Longest Arithmetic Subsequence of Given Difference,https://leetcode.com/problems/longest-arithmetic-subsequence-of-given-difference,24389,52092,2,False
1329,False,Minimum Cost to Move Chips to The Same Position,https://leetcode.com/problems/minimum-cost-to-move-chips-to-the-same-position,52444,73866,1,False
1325,,Path with Maximum Probability,https://leetcode.com/problems/path-with-maximum-probability,19371,47394,2,False
1324,,Where Will the Ball Fall,https://leetcode.com/problems/where-will-the-ball-fall,8129,13496,2,False
1322,,Minimum Moves to Reach Target with Rotations,https://leetcode.com/problems/minimum-moves-to-reach-target-with-rotations,5946,12759,3,False
1321,,Get Equal Substrings Within Budget,https://leetcode.com/problems/get-equal-substrings-within-budget,20901,47289,2,False
1320,False,Remove All Adjacent Duplicates in String II,https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string-ii,73263,126876,2,False
1319,,Unique Number of Occurrences,https://leetcode.com/problems/unique-number-of-occurrences,79471,110618,1,False
1309,,Sort Items by Groups Respecting Dependencies,https://leetcode.com/problems/sort-items-by-groups-respecting-dependencies,8906,18393,3,False
1308,,Smallest String With Swaps,https://leetcode.com/problems/smallest-string-with-swaps,22671,46302,2,False
1307,,Ugly Number III,https://leetcode.com/problems/ugly-number-iii,13109,49691,2,False
1306,,Minimum Absolute Difference,https://leetcode.com/problems/minimum-absolute-difference,60578,90381,1,False
1304,,Longest Happy String,https://leetcode.com/problems/longest-happy-string,17614,33533,2,False
1300,False,Critical Connections in a Network,https://leetcode.com/problems/critical-connections-in-a-network,101271,201550,3,False
1299,,K-Concatenation Maximum Sum,https://leetcode.com/problems/k-concatenation-maximum-sum,16522,65913,2,False
1298,,Reverse Substrings Between Each Pair of Parentheses,https://leetcode.com/problems/reverse-substrings-between-each-pair-of-parentheses,31309,48693,2,False
1297,,Maximum Number of Balloons,https://leetcode.com/problems/maximum-number-of-balloons,59832,96169,1,False
1296,,Kth Ancestor of a Tree Node,https://leetcode.com/problems/kth-ancestor-of-a-tree-node,11511,36794,3,False
1293,,Three Consecutive Odds,https://leetcode.com/problems/three-consecutive-odds,32710,50749,1,False
1290,,Make Array Strictly Increasing,https://leetcode.com/problems/make-array-strictly-increasing,7415,17674,3,False
1289,,Day of the Week,https://leetcode.com/problems/day-of-the-week,31454,51502,1,False
1288,,Maximum Subarray Sum with One Deletion,https://leetcode.com/problems/maximum-subarray-sum-with-one-deletion,21638,55562,2,False
1287,,Distance Between Bus Stops,https://leetcode.com/problems/distance-between-bus-stops,31237,57989,1,False
1286,,Constrained Subsequence Sum,https://leetcode.com/problems/constrained-subsequence-sum,12101,26924,3,False
1285,,Balance a Binary Search Tree,https://leetcode.com/problems/balance-a-binary-search-tree,33119,43539,2,False
1284,,Four Divisors,https://leetcode.com/problems/four-divisors,14834,37622,2,False
1283,,Reformat Date,https://leetcode.com/problems/reformat-date,19904,33093,1,False
1282,,Number of Valid Words for Each Puzzle,https://leetcode.com/problems/number-of-valid-words-for-each-puzzle,8820,22261,3,False
1281,,Can Make Palindrome from Substring,https://leetcode.com/problems/can-make-palindrome-from-substring,15585,43246,2,False
1280,,Diet Plan Performance,https://leetcode.com/problems/diet-plan-performance,17060,31708,1,True
1279,,Prime Arrangements,https://leetcode.com/problems/prime-arrangements,15314,29605,1,False
1277,,Largest Multiple of Three,https://leetcode.com/problems/largest-multiple-of-three,10012,29343,3,False
1276,,Closest Divisors,https://leetcode.com/problems/closest-divisors,12136,20986,2,False
1275,,Validate Binary Tree Nodes,https://leetcode.com/problems/validate-binary-tree-nodes,20154,46474,2,False
1274,,Number of Days Between Two Dates,https://leetcode.com/problems/number-of-days-between-two-dates,18913,40619,1,False
1273,,Compare Strings by Frequency of the Smallest Character,https://leetcode.com/problems/compare-strings-by-frequency-of-the-smallest-character,55366,91797,2,False
1272,,Invalid Transactions,https://leetcode.com/problems/invalid-transactions,25984,84228,2,False
1271,,Web Crawler,https://leetcode.com/problems/web-crawler,15380,23779,2,True
1270,,Dinner Plate Stacks,https://leetcode.com/problems/dinner-plate-stacks,10820,28816,3,False
1267,,Remove Zero Sum Consecutive Nodes from Linked List,https://leetcode.com/problems/remove-zero-sum-consecutive-nodes-from-linked-list,24094,58098,2,False
1263,,Number of Dice Rolls With Target Sum,https://leetcode.com/problems/number-of-dice-rolls-with-target-sum,68124,143183,2,False
1262,,Online Majority Element In Subarray,https://leetcode.com/problems/online-majority-element-in-subarray,9436,23295,3,False
1261,,Swap For Longest Repeated Character Substring,https://leetcode.com/problems/swap-for-longest-repeated-character-substring,16168,34313,2,False
1260,,Day of the Year,https://leetcode.com/problems/day-of-the-year,22860,46570,1,False
1257,False,Rank Transform of a Matrix,https://leetcode.com/problems/rank-transform-of-a-matrix,3497,11003,3,False
1256,,Rank Transform of an Array,https://leetcode.com/problems/rank-transform-of-an-array,30489,53197,1,False
1255,,Reverse Subarray To Maximize Array Value,https://leetcode.com/problems/reverse-subarray-to-maximize-array-value,2909,7901,3,False
1254,False,Deepest Leaves Sum,https://leetcode.com/problems/deepest-leaves-sum,82369,97785,2,False
1253,True,Sort the Matrix Diagonally,https://leetcode.com/problems/sort-the-matrix-diagonally,55349,67737,2,False
1252,,Break a Palindrome,https://leetcode.com/problems/break-a-palindrome,30836,64803,2,False
1251,,Longest Chunked Palindrome Decomposition,https://leetcode.com/problems/longest-chunked-palindrome-decomposition,12228,20542,3,False
1250,False,Longest Common Subsequence,https://leetcode.com/problems/longest-common-subsequence,190559,324577,2,False
1249,,Snapshot Array,https://leetcode.com/problems/snapshot-array,51636,140342,2,False
1248,,Binary Tree Coloring Game,https://leetcode.com/problems/binary-tree-coloring-game,25834,50354,2,False
1247,,Decrease Elements To Make Array Zigzag,https://leetcode.com/problems/decrease-elements-to-make-array-zigzag,11098,24011,2,False
1244,,Distinct Echo Substrings,https://leetcode.com/problems/distinct-echo-substrings,8643,17387,3,False
1243,,Sum of Nodes with Even-Valued Grandparent,https://leetcode.com/problems/sum-of-nodes-with-even-valued-grandparent,63215,75069,2,False
1242,,Matrix Block Sum,https://leetcode.com/problems/matrix-block-sum,33633,45647,2,False
1241,,Decompress Run-Length Encoded List,https://leetcode.com/problems/decompress-run-length-encoded-list,124904,146282,1,False
1240,,Stone Game II,https://leetcode.com/problems/stone-game-ii,26185,40474,2,False
1239,,Largest 1-Bordered Square,https://leetcode.com/problems/largest-1-bordered-square,13287,27306,2,False
1238,,Alphabet Board Path,https://leetcode.com/problems/alphabet-board-path,27164,52845,2,False
1236,False,N-th Tribonacci Number,https://leetcode.com/problems/n-th-tribonacci-number,71011,126799,1,False
1234,,Number of Paths with Max Score,https://leetcode.com/problems/number-of-paths-with-max-score,6828,17850,3,False
1233,,Number of Ships in a Rectangle,https://leetcode.com/problems/number-of-ships-in-a-rectangle,9554,14501,3,True
1232,,Sum of Mutated Array Closest to Target,https://leetcode.com/problems/sum-of-mutated-array-closest-to-target,16892,39217,2,False
1231,,Replace Elements with Greatest Element on Right Side,https://leetcode.com/problems/replace-elements-with-greatest-element-on-right-side,121035,162269,1,False
1230,,Maximum of Absolute Value Expression,https://leetcode.com/problems/maximum-of-absolute-value-expression,11810,22885,2,False
1229,,Shortest Path with Alternating Colors,https://leetcode.com/problems/shortest-path-with-alternating-colors,21764,53875,2,False
1228,,Minimum Cost Tree From Leaf Values,https://leetcode.com/problems/minimum-cost-tree-from-leaf-values,50882,75605,2,False
1227,,Number of Equivalent Domino Pairs,https://leetcode.com/problems/number-of-equivalent-domino-pairs,33571,72466,1,False
1224,,Minimum Falling Path Sum II,https://leetcode.com/problems/minimum-falling-path-sum-ii,16312,26073,3,False
1223,,Graph Connectivity With Threshold,https://leetcode.com/problems/graph-connectivity-with-threshold,6007,14975,3,False
1222,False,Remove Covered Intervals,https://leetcode.com/problems/remove-covered-intervals,45783,79730,2,False
1221,,Element Appearing More Than 25% In Sorted Array,https://leetcode.com/problems/element-appearing-more-than-25-in-sorted-array,41325,68607,1,False
1220,,Smallest Sufficient Team,https://leetcode.com/problems/smallest-sufficient-team,11737,25013,3,False
1219,,Longest Well-Performing Interval,https://leetcode.com/problems/longest-well-performing-interval,15514,46563,2,False
1218,,Lowest Common Ancestor of Deepest Leaves,https://leetcode.com/problems/lowest-common-ancestor-of-deepest-leaves,48128,70771,2,False
1217,,Relative Sort Array,https://leetcode.com/problems/relative-sort-array,89874,131903,1,False
1213,,Handshakes That Don't Cross,https://leetcode.com/problems/handshakes-that-dont-cross,3655,6735,3,True
1212,False,Sequential Digits,https://leetcode.com/problems/sequential-digits,37008,64510,2,False
1211,False,Iterator for Combination,https://leetcode.com/problems/iterator-for-combination,39280,55388,2,False
1210,,Mean of Array After Removing Some Elements,https://leetcode.com/problems/mean-of-array-after-removing-some-elements,16308,25227,1,False
1208,,Maximum Nesting Depth of Two Valid Parentheses Strings,https://leetcode.com/problems/maximum-nesting-depth-of-two-valid-parentheses-strings,13824,19017,2,False
1207,,Delete Nodes And Return Forest,https://leetcode.com/problems/delete-nodes-and-return-forest,95933,141401,2,False
1206,,Corporate Flight Bookings,https://leetcode.com/problems/corporate-flight-bookings,24529,45215,2,False
1205,,Defanging an IP Address,https://leetcode.com/problems/defanging-an-ip-address,297302,336414,1,False
1202,,Palindrome Removal,https://leetcode.com/problems/palindrome-removal,7075,15424,3,True
1201,,Delete Tree Nodes,https://leetcode.com/problems/delete-tree-nodes,6774,10916,2,True
1200,True,Remove Interval,https://leetcode.com/problems/remove-interval,12669,21728,2,True
1199,,Hexspeak,https://leetcode.com/problems/hexspeak,6281,11323,1,True
1197,,Parsing A Boolean Expression,https://leetcode.com/problems/parsing-a-boolean-expression,13252,22324,3,False
1196,,Filling Bookcase Shelves,https://leetcode.com/problems/filling-bookcase-shelves,22934,39914,2,False
1195,False,Distribute Candies to People,https://leetcode.com/problems/distribute-candies-to-people,57259,90260,1,False
1194,,Path In Zigzag Labelled Binary Tree,https://leetcode.com/problems/path-in-zigzag-labelled-binary-tree,23918,32647,2,False
